Account Balance,Duration of Credit,Credit History,Purpose,Credit Amount,Savings,Employment,Installment rate,Personal Status,Guarantors,Residence,Property,Age,Other installments,Housing,Credit cards,Job,Dependents,Telephone,Foreign Worker,Creditability
None,24,All credit paid back duly,Furniture,3349,500-1000,<1,4,Male-Single,None,4,None,30,None,Free,1,Employee,2,Yes,Yes,Bad
No Account,12,Existing credit paid back duly,New Car,2859,None,Unemployed,4,Male-Single,None,4,None,38,None,Own,1,Executive,1,Yes,Yes,Good
No Account,18,Existing credit paid back duly,Furniture,1533,<100,<1,4,Male-Married/Widowed,Co-applicant,1,Life insurance,43,None,Own,1,Unemployed-Resident,2,None,Yes,Bad
No Account,24,Existing credit paid back duly,TV,3621,100-500,>7,2,Male-Single,None,4,Car,31,None,Own,2,Employee,1,None,Yes,Bad
0-200,18,Other credits,Bussiness,3590,<100,Unemployed,3,Male-Married/Widowed,None,3,Car,40,None,Own,3,Unemployed-Nonresident,2,Yes,Yes,Good
None,36,Delayed,Bussiness,2145,<100,4-7,2,Male-Single,None,1,Car,24,None,Own,2,Employee,1,Yes,Yes,Bad
0-200,24,Existing credit paid back duly,Used Car,4113,500-1000,<1,3,Female-Divorced/Married,None,4,Car,28,None,Rent,1,Employee,1,None,Yes,Bad
No Account,36,Existing credit paid back duly,Furniture,10974,<100,Unemployed,4,Female-Divorced/Married,None,2,Car,26,None,Own,2,Executive,1,Yes,Yes,Bad
None,12,Existing credit paid back duly,New Car,1893,<100,1-4,4,Female-Divorced/Married,Guarantor,4,Life insurance,29,None,Own,1,Employee,1,Yes,Yes,Good
None,24,Other credits,TV,1231,>1000,>7,4,Female-Divorced/Married,None,4,Life insurance,57,None,Rent,2,Executive,1,Yes,Yes,Good
>200,30,Other credits,TV,3656,None,>7,4,Male-Single,None,4,Life insurance,49,Stores,Own,2,Unemployed-Resident,1,None,Yes,Good
0-200,9,Other credits,TV,1154,<100,>7,2,Male-Single,None,4,Real estate,37,None,Own,3,Unemployed-Resident,1,None,Yes,Good
None,28,Existing credit paid back duly,New Car,4006,<100,1-4,3,Male-Single,None,2,Car,45,None,Own,1,Unemployed-Resident,1,None,Yes,Bad
0-200,24,Existing credit paid back duly,Furniture,3069,100-500,>7,4,Male-Single,None,4,None,30,None,Free,1,Employee,1,None,Yes,Good
No Account,6,Other credits,TV,1740,<100,>7,2,Male-Married/Widowed,None,2,Real estate,30,None,Rent,2,Employee,1,None,Yes,Good
0-200,21,Delayed,New Car,2353,<100,1-4,1,Male-Divorced,None,4,Life insurance,47,None,Own,2,Employee,1,None,Yes,Good
No Account,15,Existing credit paid back duly,New Car,3556,None,1-4,3,Male-Single,None,2,None,29,None,Own,1,Employee,1,None,Yes,Good
No Account,24,Existing credit paid back duly,TV,2397,500-1000,>7,3,Male-Single,None,2,Car,35,Bank,Own,2,Employee,1,Yes,Yes,Bad
0-200,6,Existing credit paid back duly,Repairs,454,<100,<1,3,Male-Married/Widowed,None,1,Life insurance,22,None,Own,1,Unemployed-Resident,1,None,Yes,Good
0-200,30,Existing credit paid back duly,TV,1715,None,1-4,4,Female-Divorced/Married,None,1,Car,26,None,Own,1,Employee,1,None,Yes,Good
0-200,27,Other credits,TV,2520,500-1000,1-4,4,Male-Single,None,2,Life insurance,23,None,Own,2,Unemployed-Resident,1,None,Yes,Bad
No Account,15,Existing credit paid back duly,TV,3568,<100,>7,4,Female-Divorced/Married,None,2,Car,54,Bank,Rent,1,Executive,1,Yes,Yes,Good
No Account,42,Existing credit paid back duly,TV,7166,None,4-7,2,Male-Married/Widowed,None,4,Life insurance,29,None,Rent,1,Employee,1,Yes,Yes,Good
None,11,Other credits,New Car,3939,<100,1-4,1,Male-Single,None,2,Real estate,40,None,Own,2,Unemployed-Resident,2,None,Yes,Good
0-200,15,Existing credit paid back duly,Repairs,1514,100-500,1-4,4,Male-Single,Guarantor,2,Real estate,22,None,Own,1,Employee,1,None,Yes,Good
No Account,24,Existing credit paid back duly,New Car,7393,<100,1-4,1,Male-Single,None,4,Life insurance,43,None,Own,1,Unemployed-Resident,2,None,Yes,Good
None,24,All credit paid back duly,New Car,1193,<100,Unemployed,1,Female-Divorced/Married,Co-applicant,4,None,29,None,Rent,2,Unemployed-Nonresident,1,None,Yes,Bad
None,60,Existing credit paid back duly,Bussiness,7297,<100,>7,4,Male-Single,Co-applicant,4,None,36,None,Rent,1,Employee,1,None,Yes,Bad
No Account,30,Other credits,TV,2831,<100,1-4,4,Female-Divorced/Married,None,2,Car,33,None,Own,1,Employee,1,Yes,Yes,Good
>200,24,Existing credit paid back duly,TV,1258,500-1000,1-4,3,Female-Divorced/Married,None,3,Car,57,None,Own,1,Unemployed-Resident,1,None,Yes,Good
0-200,6,Existing credit paid back duly,TV,753,<100,1-4,2,Female-Divorced/Married,Guarantor,3,Real estate,64,None,Own,1,Employee,1,None,Yes,Good
0-200,18,Delayed,Bussiness,2427,None,>7,4,Male-Single,None,2,Life insurance,42,None,Own,2,Employee,1,None,Yes,Good
No Account,24,Delayed,New Car,2538,<100,>7,4,Male-Single,None,4,Car,47,None,Own,2,Unemployed-Resident,2,None,Yes,Bad
0-200,15,All credit paid back duly,New Car,1264,100-500,1-4,2,Male-Married/Widowed,None,2,Life insurance,25,None,Rent,1,Employee,1,None,Yes,Bad
0-200,30,Other credits,Furniture,8386,<100,4-7,2,Male-Single,None,2,Life insurance,49,None,Own,1,Employee,1,None,Yes,Bad
No Account,48,Existing credit paid back duly,Bussiness,4844,<100,Unemployed,3,Male-Single,None,2,Car,33,Bank,Rent,1,Executive,1,Yes,Yes,Bad
>200,21,Existing credit paid back duly,New Car,2923,100-500,1-4,1,Female-Divorced/Married,None,1,Car,28,Bank,Own,1,Executive,1,Yes,Yes,Good
None,36,Existing credit paid back duly,Used Car,8229,<100,1-4,2,Male-Single,None,2,Life insurance,26,None,Own,1,Employee,2,None,Yes,Bad
No Account,24,Other credits,Furniture,2028,<100,4-7,2,Male-Single,None,2,Life insurance,30,None,Own,2,Unemployed-Resident,1,None,Yes,Good
None,15,Other credits,Furniture,1433,<100,1-4,4,Female-Divorced/Married,None,3,Life insurance,25,None,Rent,2,Employee,1,None,Yes,Good
>200,42,No credit,Bussiness,6289,<100,<1,2,Male-Divorced,None,1,Life insurance,33,None,Own,2,Employee,1,None,Yes,Good
No Account,13,Existing credit paid back duly,TV,1409,100-500,Unemployed,2,Female-Divorced/Married,None,4,Real estate,64,None,Own,1,Employee,1,None,Yes,Good
None,24,Existing credit paid back duly,Used Car,6579,<100,Unemployed,4,Male-Single,None,2,None,29,None,Free,1,Executive,1,Yes,Yes,Good
0-200,24,Other credits,TV,1743,<100,>7,4,Male-Single,None,2,Life insurance,48,None,Own,2,Unemployed-Resident,1,None,Yes,Good
No Account,12,Other credits,Education,3565,None,<1,2,Male-Single,None,1,Life insurance,37,None,Own,2,Unemployed-Resident,2,None,Yes,Good
No Account,15,All credit paid back duly,TV,1569,100-500,>7,4,Male-Single,None,4,Car,34,Bank,Own,1,Unemployed-Resident,2,None,Yes,Good
None,18,Existing credit paid back duly,TV,1936,None,4-7,2,Male-Married/Widowed,None,4,Car,23,None,Rent,2,Unemployed-Resident,1,None,Yes,Good
None,36,Existing credit paid back duly,Furniture,3959,<100,Unemployed,4,Male-Single,None,3,Life insurance,30,None,Own,1,Executive,1,Yes,Yes,Good
No Account,12,Existing credit paid back duly,New Car,2390,None,>7,4,Male-Single,None,3,Car,50,None,Own,1,Employee,1,Yes,Yes,Good
No Account,12,Existing credit paid back duly,Furniture,1736,<100,4-7,3,Female-Divorced/Married,None,4,Real estate,31,None,Own,1,Unemployed-Resident,1,None,Yes,Good
None,30,Existing credit paid back duly,Used Car,3857,<100,1-4,4,Male-Divorced,None,4,Life insurance,40,None,Own,1,Executive,1,Yes,Yes,Good
No Account,12,Existing credit paid back duly,TV,804,<100,>7,4,Male-Single,None,4,Car,38,None,Own,1,Employee,1,None,Yes,Good
None,45,Existing credit paid back duly,TV,1845,<100,1-4,4,Male-Single,None,4,None,23,None,Free,1,Employee,1,Yes,Yes,Bad
0-200,45,Other credits,Used Car,4576,100-500,Unemployed,3,Male-Single,None,4,Car,27,None,Own,1,Employee,1,None,Yes,Good
